document_id,loan_id,applicant_reference,document_type,file_name,verification_status,source,contains_real_pii
DOC0098_TAX_RETURN,98,APPLICANT-0098,Tax Return,loan_98/tax_return_98.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0098_KYC,98,APPLICANT-0098,KYC,loan_98/kyc_98.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0099_PAYSLIP,99,APPLICANT-0099,Payslip,loan_99/payslip_99.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0099_BANK_STATEMENT,99,APPLICANT-0099,Bank Statement,loan_99/bank_statement_99.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0099_TAX_RETURN,99,APPLICANT-0099,Tax Return,loan_99/tax_return_99.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0099_KYC,99,APPLICANT-0099,KYC,loan_99/kyc_99.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0100_PAYSLIP,100,APPLICANT-0100,Payslip,loan_100/payslip_100.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0100_BANK_STATEMENT,100,APPLICANT-0100,Bank Statement,loan_100/bank_statement_100.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0100_TAX_RETURN,100,APPLICANT-0100,Tax Return,loan_100/tax_return_100.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0100_KYC,100,APPLICANT-0100,KYC,loan_100/kyc_100.pdf,Synthetic - Not Verified,Generated synthetic test document,False
